Source,Target
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",423172
Gift of the artist,431713
431713,2016
Harris Brisbane Dick Fund,224612
224612,1937
Gift of Helen Miller Gould,362672
362672,1910
Rogers Fund,390003
390003,1928
Harris Brisbane Dick Fund,164110
164110,1933
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",268354
Gift of George and Sarah Corbin,421034
421034,2017
Rogers Fund,387863
387863,1918
"The George Khuner Collection, Gift of Mrs. George Khuner",217731
217731,1981
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",386614
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",418549
418549,1959
"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz",118187
118187,1995
Gift of Dr. Ernest Harms,240040
240040,1955
Anonymous Gift,199906
199906,1962
Gift of Ludwig Ries,222090
222090,1960
Gift of Harry G. Friedman,232946
232946,1962
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",62427
62427,1920
Gift of Irene Lewisohn,70238
70238,1940
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",378156
Gift of William H. Huntington,250688
250688,1883
Rogers Fund,123956
123956,1908
Gift of Muriel Kallis Newman,87810
87810,2008
"Gift of Jessie Leonard Hill, Charles R. Leonard Jr., and Laura Leonard Ault",79416
79416,1978
Harris Brisbane Dick Fund,484804
484804,1924
Gift of Mr. and Mrs. Nathaniel Spear Jr.,308005
308005,1982
Gift of Lincoln Kirstein,47453
47453,1959
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",270256
Gift of Harry Denberg,32630
32630,1967
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",446087
446087,2011
Gift of George F. Baker,298703
298703,1890
"Purchase, Florance Waterbury Bequest",203977
203977,1970
Rogers Fund,12075
12075,1915
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",435639
435639,1959
Rogers Fund,343292
343292,1916
Gift of Carleton Macy,108215
108215,1934
Gift of Harry Shaw Newman,369617
369617,1941
Gift of Mr. and Mrs. Samuel Colman,40229
40229,1893
Gift of The United Piece Dye Works,132505
132505,1936
Gift of Ernest Shapiro and Family,262881
262881,1995
Harris Brisbane Dick Fund,265193
265193,1917
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",222407
222407,1964
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",400019
400019,1970
"Gift of the Work Projects Administration, New York",242817
242817,1943
Gift of Associated American Artists,226048
226048,1954
Rogers Fund,197980
197980,1936
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",416487
416487,2011
Rogers Fund,58747
58747,1909
"The Sylmaris Collection, Gift of George Coe Graves",4124
4124,1930
Gift of Mrs. N. Harold Marks,78015
78015,1977
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",377916
Bequest of Mary Stillman Harkness,41959
41959,1950
Gift of the Corporation of the City of London,101842
101842,1908
"Gift of Betty and Paul Nomura, in memory of Nomura ShÅjirÅ",63847
63847,2018
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",293454
293454,1949
Bequest of Catherine D. Wentworth,134122
134122,1948
Rogers Fund,133566
133566,1939
Rogers Fund,124885
124885,1909
Harris Brisbane Dick Fund,236858
236858,1953
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",421646
421646,2011
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",409289
409289,1962
Gift of Helen Miller Gould,350400
350400,1910
Gift of Norbert Schimmel,345360
345360,1985
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",455858
The Elisha Whittelsey Collection. The Elisha Whittelsey Fund,462321
462321,1959
Partial and Promised Gift of Mr. and Mrs. Douglas Dillon,12585
12585,1997
Harris Brisbane Dick Fund,55255
55255,1941
Bequest of Emma T. Gary,133270
133270,1934
Gift of William Brewster,246749
246749,1923
Gift of The British School of Archaeology,363533
363533,1926
"The Edward W. C. Arnold Collection of New York Prints, Maps and Pictures, Bequest of Edward W. C. Arnold",248358
248358,1954
Gift of Diana Vreeland,68974
68974,1954
Gift of Mrs. Francis Ormond,11307
11307,1950
Bequest of Arthur M. Bullowa,193944
193944,1993
Rogers Fund,366907
366907,1918
"Purchase, Gould Family Foundation Gift, in memory of Jo Copeland",394276
394276,2015
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",344809
344809,1915
Rogers Fund,150144
150144,1920
Gift of J. Pierpont Morgan,149672
149672,1917
Harris Brisbane Dick Fund,414403
414403,1917
Gift of William Brewster,246214
246214,1923
Gift of Lincoln Kirstein,217749
217749,1962
Bequest of Miss Adelaide Milton de Groot (-),16393
16393,1876
Gift of Florence and Herbert Irving,437340
437340,2019
"Purchase, Theodore R. Gamble Jr. Gift, in honor of his mother, Mrs. Theodore Robert Gamble",326555
326555,1987
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",435426
435426,2011
Gift of Photography in the Fine Arts,166182
166182,1959
Anonymous Gift,231845
231845,2003
Gift of Miss Dorcas Hedden,129168
129168,1926
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",222101
222101,1961
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",409985
409985,1979
"Rogers Fund, transferred from the Library",241486
Rogers Fund,10853
10853,1907
Gift of Harry G. Friedman,481804
481804,1962
Harris Brisbane Dick Fund,288624
288624,1946
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",394100
394100,2011
Harris Brisbane Dick Fund,435692
435692,1924
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",413694
413694,2011
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",476060
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",370050
370050,1949
Gift of Henry G. Marquand,144775
144775,1881
Rogers Fund,245337
245337,1922
"Samuel Eilenberg Collection, Bequest of Samuel Eilenberg",46284
46284,1998
"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer",116040
116040,1973
Gift of Stephen Perlow,421232
421232,1981
"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth",42838
42838,1995
Rogers Fund and Edward S. Harkness Gift,362948
362948,1922
Gift of Raphael Esmerian,231119
231119,1963
Bequest of W. Gedney Beatty,152772
152772,1941
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",61498
61498,1920
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",388525
"Purchase, Charina Foundation Inc. Gift",183374
183374,2011
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",251944
251944,1949
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",441429
441429,2011
Museum Accession,155333
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",355224
355224,1915
Rogers Fund,341864
341864,1919
"Purchase, The Martin Foundation Inc. Gift",216931
216931,1967
Bequest of Edwin De T. Bechtel,285700
285700,1957
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",452611
452611,2011
"Lent by the United States Government, Public Works of Art Project, New York Regional Committee",242411
242411,1934
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",271034
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",475686
475686,1981
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",280216
"The Cesnola Collection, Purchased by subscriptionâ?6",140158
"Gift of Jill Newhouse, in memory of Ross M. Newhouse",208489
208489,1989
"Gift of Mrs. Janos Scholz (Helen Marshall), in memory of her aunt, Mrs. Lytle Hull (Helen Dinsmore Huntington)",77675
77675,1978
Rogers Fund,300039
300039,1907
"Gift of William Loring Andrews, transferred from the Library",470644
470644,1883
Gift of Mr. and Mrs. Henry Rogers Benjamin,68850
68850,1965
Gift of William H. Huntington,4208
4208,1883
Gift of Jane de Rochemont,82686
82686,1986
Alfred Stieglitz Collection,333508
333508,1949
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",400261
"Purchase, Ian Woodner Family Collection Fund",478615
478615,2019
Gift of Sinclair Hamilton,377584
377584,1965
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",440958
Gift of John Taylor Johnston,144278
144278,1881
Rogers Fund,46209
46209,1919
Walker Evans Archive,172510
172510,1994
"Gilman Collection, Museum Purchase",180687
180687,2005
Gift of Henry Walters,424535
424535,1969
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",446079
446079,2011
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",395328
395328,2011
Gift of Elisabeth Sekaer Rothschild and Christina Sekaer,163228
163228,1994
Gift of Mrs. Walter C. Baker,73462
73462,1961
Munsey Fund,106832
106832,1927
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Mrs. Frederick H. Prince, Jr.",95971
95971,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",394624
"Purchase, Anonymous Gift",327189
327189,1990
"Bequest of Mrs. Cadwalader Evans, through Miss Lena Cadwalader Evans",34820
34820,1909
"The Albert Ten Eyck Gardner Collection, Gift of the Centennial Committee",399519
399519,1970
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",401909
401909,2011
Rogers Fund,364748
364748,1936
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",451970
Bequest of Lester Wolfe,201281
201281,1983
Bequest of William Christian Paul,59538
59538,1929
Gift of Julius Abrams,187459
187459,1977
Max G. Wildnauer Fund,226366
226366,1978
Gift of Art Worker's Club,71493
71493,1945
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",285682
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",461777
"Purchase, Bequest of Joseph H. Durkee, by exchange",213128
213128,1972
Gift of J. Pierpont Morgan,101655
101655,1906
Harris Brisbane Dick Fund,238102
238102,1925
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",384227
Gift of Evelyn A. J. Hall and John A. Friede,191525
191525,1983
"Henrietta Seligman Lace Collection, Bequest of Mrs. Jesse Seligman",126836
126836,1910
"The Erich Lederer Collection, Gift of Mrs. Erich Lederer",117403
117403,1986
Gift of Frank Vincent,33130
33130,1885
"Gift of Robert A. Ellison Jr., in celebration of the Museum's 150th Anniversary",470062
470062,2020
"Theodore M. Davis Collection, Bequest of Theodore M. Davis",350411
350411,1915
Gift of Mrs. Robert L. Stuart,121397
121397,1888
Bequest of John B. Elliott,194691
194691,1997
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Lauren Bacall",95616
95616,2009
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",455807
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",420426
Bequest of W. Gedney Beatty,213385
213385,1941
Rogers Fund,321376
321376,1925
Bequest of William Christian Paul,59372
59372,1929
Harris Brisbane Dick Fund,12294
12294,1960
"Bequest of Mrs. Screven Lorillard (Alice Whitney), from the collection of Mrs. J. Insley Blair",17141
17141,2016
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",468985
"Purchase, Funds From Various Donors",136609
136609,1985
"Gilman Collection, Gift of The Howard Gilman Foundation",428821
428821,2005
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",295231
295231,1949
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",276660
Rogers Fund,199996
199996,1962
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",269866
"Gift of Nanette B. Kelekian, in honor of Olga Raggio",136962
136962,2002
"Gilman Collection, Gift of The Howard Gilman Foundation",413144
413144,2005
Gift of Mrs. Anatole R. Gruehr,72615
72615,1978
Rogers Fund,198968
198968,1957
Rogers Fund,388297
388297,1921
Gift of James Hazen Hyde,137627
137627,1949
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",276312
"Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean",406839
406839,1928
Rogers Fund,321888
321888,1925
"Purchase, Joseph Pulitzer Bequest",211320
211320,1917
"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift",187477
187477,1965
"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel",163400
163400,1995
Gift of Ellen Robinson,233078
233078,1960
Gift of Mrs. Yvonne MÃ¶en Cumerford,471327
471327,1965
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Museum Expedition, Robert B. Woodward Memorial Fund",94627
94627,2009
Bequest of Mary Stillman Harkness,36663
36663,1950
Gift of J. Pierpont Morgan,363373
363373,1917
Rogers Fund,125583
125583,1909
The Lucile and Robert H. Gries Charity Fund,115287
115287,1970
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",260595
260595,1991
"Purchase, Cynthia Hazen Polsky Gift",163494
163494,1996
Rogers Fund and Edward S. Harkness Gift,361359
361359,1922
Rogers Fund,198833
198833,1952
Harris Brisbane Dick Fund,403778
403778,1927
Rogers Fund,338656
338656,1980
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",370282
Bequest of Mary Anna Palmer Draper,364773
364773,1915
Gift of Lincoln Kirstein,217873
217873,1970
Edward Pearce Casey Fund,278821
278821,1983
"Purchase, Joseph H. Hazen Foundation Inc. Gift",415045
415045,1977
"Wolfe Expedition, Purchase, Catharine Lorillard Wolfe Gift",196852
196852,1886
Gift of Mrs. Francis Ormond,14681
14681,1950
"Purchase, Mr. and Mrs. James Biddle Gift and Emily Crane Chadbourne Bequest",7382
7382,1972
"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum; Gift of Arturo and Paul Peralta-Ramos",94660
94660,2012
Rogers Fund,125246
125246,1909
Gift of Mrs. Stella Magnin,77435
77435,1941
Bequest of W. Gedney Beatty,245245
245245,1941
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",412844
"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer",115707
115707,1973
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",277966
Rogers Fund,47600
47600,1922
Gift in memory of Fred F. Rogers,13676
13676,1994
Harris Brisbane Dick Fund,231355
231355,1934
"Gift of Kihei Hattori, in memory of his father, Kihei Hattori",61944
61944,1920
Bequest of Grace M. Pugh,203332
203332,1985
"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller",190158
190158,1979
Rogers Fund,433783
433783,1948
Gift of Pierre Apraxine,168048
168048,1996
Bequest of Hope Yampol,333891
333891,2008
Rogers Fund,460561
460561,1922
"Purchase, Anonymous Gift",329556
329556,1945
Gift of Charles A. Greenfield,61166
61166,1977
"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",458835
Rogers Fund,351897
351897,1927
Gift of The American Society for the Excavation of Sardis,151874
151874,1926
"Edward C. Moore Collection, Bequest of Edward C. Moore",145014
145014,1891
Gift of Mr. and Mrs. William B. Jaffe,205336
205336,1956
Rogers Fund,351545
351545,1925
Rogers Fund,150115
150115,1920
"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art",393267
393267,2011
"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer",295452
295452,1929
Gift of Louis S. Levy,120025
120025,1950
"Gift of ""A Bicentennial Gift to America from a Grateful Armenian People""",12982
12982,1978
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",234717
234717,1962
Rogers Fund,120225
120225,1907
Rogers and Edith Perry Chapman Funds,119507
119507,2000
Gift of Heber R. Bishop,37695
37695,1902
Gift of The American Society for the Excavation of Sardis,151726
151726,1926
Harris Brisbane Dick Fund,228668
228668,1932
"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund",156553
156553,1971
The Crosby Brown Collection of Musical Instruments,337505
337505,1889
Bequest of William Christian Paul,59369
59369,1929
Bequest of Arthur M. Bullowa,193731
193731,1993
"Gift of Mrs. Goodhue Livingston, Sr.",10146
10146,1954
Harris Brisbane Dick Fund,213980
213980,1917
"Gift of The Estate of Esther and Samuel Schwartz, Paterson, N.J.",13034
13034,2015
Rogers Fund,125779
125779,1909
From the Hanna S. Kohn Collection,82063
82063,1951
Gift of Mrs. Howard E. Cox,83203
83203,1978
"Bashford Dean Memorial Collection, Funds from various donors",28661
28661,1929
Gift of J. Pierpont Morgan,104866
104866,1917
Rogers Fund,302855
302855,1927
Gift of R. H. Macy & Co.,49529
49529,1919
"The Cesnola Collection, Purchased by subscriptionâ?6",144095
Rogers Fund,20772
20772,1904
Funds from various donors,29970
29970,1946
Gift of Mrs. Andrew Fisher Bunner,9558
9558,1899
Gift of Helen Miller Gould,363332
363332,1910
"Gift of Weston J. Naef, in memory of Kathleen W. Naef and Weston J. Naef Sr.",180624
